"flight_id","origin","destination","register","flight_num","airplane","airline_icao","dow","status_","status1_","status2_","type_","delay_","international","scheduled_date","scheduled_time","actual_date","actual_time","miladi_scheduled","miladi_actual"
"1","OIII","OIMM","EPTBF","TBN6258","MD82","TBN","سه شنبه","پرواز كرد ","NULL",,"departure","22","0","1402-01-01","23:15:00","1402-01-01","23:37:00","21/3/2023","21/3/2023"
"2","OIMM","OIII","EPSMA","TBN6251","MD.88","TBN","سه شنبه","نشست ","NULL","پایان دریافت بار ","arrival","16","0","1402-01-01","22:40:00","1402-01-01","22:56:00","21/3/2023","21/3/2023"
"3","OIMM","OIII","EPTBF","TBN6257","MD82","TBN","سه شنبه","نشست ","NULL","پایان دریافت بار ","arrival","-5","0","1402-01-01","22:15:00","1402-01-01","22:10:00","21/3/2023","21/3/2023"
"4","OIMM","OIII",,"TBN6251","MD.88","TBN","سه شنبه","پرواز كرد ","NULL",,"departure","37","0","1402-01-01","21:15:00","1402-01-01","21:52:00","21/3/2023","21/3/2023"
"5","ORNI","OIMM",,"TBN7266","A320","TBN","سه شنبه","نشست ","NULL","پایان دریافت بار ","arrival","-2","1","1402-01-01","21:10:00","1402-01-01","21:08:00","21/3/2023","21/3/2023"
"6","OIMM","OIII",,"TBN6257","MD.88","TBN","سه شنبه","پرواز كرد ","NULL",,"departure","5","0","1402-01-01","21:00:00","1402-01-01","21:05:00","21/3/2023","21/3/2023"
"7","OIII","OIMM",,"TBN6252","MD.88","TBN","سه شنبه","نشست ","NULL","پایان دریافت بار ","arrival","29","0","1402-01-01","20:15:00","1402-01-01","20:44:00","21/3/2023","21/3/2023"
"8","OIII","OIMM","EPSMA","TBN6252","MD.88","TBN","سه شنبه","پرواز كرد ","NULL",,"departure","31","0","1402-01-01","19:00:00","1402-01-01","19:31:00","21/3/2023","21/3/2023"
"9","ORNI","OIMM",,"TBN7264","MD.88","TBN","سه شنبه","نشست ","NULL","پایان دریافت بار ","arrival","25","1","1402-01-01","17:35:00","1402-01-01","18:00:00","21/3/2023","21/3/2023"
"10","OIKQ","OIII","EPSMA","TBN6228","md88","TBN","سه شنبه","نشست ","NULL","پایان دریافت بار ","arrival","68","0","1402-01-01","16:00:00","1402-01-01","17:08:00","21/3/2023","21/3/2023"
"11","OIMM","ORNI",,"TBN7265","A320","TBN","سه شنبه","پرواز كرد ","NULL",,"departure","-4","1","1402-01-01","16:00:00","1402-01-01","15:56:00","21/3/2023","21/3/2023"
"12","OIII","OIKQ","EPSMA","TBN6227","md88","TBN","سه شنبه","پرواز كرد ","NULL",,"departure","37","0","1402-01-01","12:00:00","1402-01-01","12:37:00","21/3/2023","21/3/2023"
"13","OIMM","OIII","EPSMA","TBN6223","MD82","TBN","سه شنبه","نشست ","NULL","پایان دریافت بار ","arrival","4","0","1402-01-01","11:20:00","1402-01-01","11:24:00","21/3/2023","21/3/2023"
"14","OIMM","OIII",,"TBN6223","MD.88","TBN","سه شنبه","پرواز كرد ","NULL",,"departure","35","0","1402-01-01","09:45:00","1402-01-01","10:20:00","21/3/2023","21/3/2023"
"15","OIII","OIMM",,"TBN6224","MD.88","TBN","سه شنبه","نشست ","NULL","پایان دریافت بار ","arrival","28","0","1402-01-01","08:45:00","1402-01-01","09:13:00","21/3/2023","21/3/2023"
"16","OIII","OIMM","EPSMA","TBN6224","MD82","TBN","سه شنبه","پرواز كرد ","NULL",,"departure","10","0","1402-01-01","07:50:00","1402-01-01","08:00:00","21/3/2023","21/3/2023"
"17","OIMM","ORNI",,"TBN7263","MD.88","TBN","سه شنبه","پرواز كرد ","NULL",,"departure","3","1","1402-01-01","07:00:00","1402-01-01","07:03:00","21/3/2023","21/3/2023"
"18","OIFM","OIMM",,"TBN6208","MD.88","TBN","چهار شنبه","نشست ","NULL","پایان دریافت بار ","arrival","39","0","1402-01-02","22:40:00","1402-01-02","23:19:00","22/3/2023","22/3/2023"
"19","OIII","OIMM",,"TBN6258","MD82","TBN","چهار شنبه","طبق برنامه ","NULL",,"departure","0","0","1402-01-02","23:15:00","1402-01-02","23:15:00","22/3/2023","22/3/2023"
"20","OIMM","OIII","EPSMA","TBN6251","MD83","TBN","چهار شنبه","نشست ","NULL","پایان دریافت بار ","arrival","29","0","1402-01-02","22:30:00","1402-01-02","22:59:00","22/3/2023","22/3/2023"
"21","OIKQ","OIII",,"TBN6294","MD83","TBN","چهار شنبه","طبق برنامه ","NULL",,"arrival","0","0","1402-01-02","22:35:00","1402-01-02","22:35:00","22/3/2023","22/3/2023"
"22","OIMM","OIII",,"TBN6257","MD82","TBN","چهار شنبه","طبق برنامه ","NULL",,"arrival","0","0","1402-01-02","22:15:00","1402-01-02","22:15:00","22/3/2023","22/3/2023"
"23","OIFM","OIMM","NULL","TBN6208","md88","HH","چهارشنبه","NULL","NULL","NULL","departure","0","0","1402-01-02","21:25:00","1402-01-02","22:00:00","22/3/2023","22/3/2023"
"24","OIMM","OIII",,"TBN6251","MD.88","TBN","چهار شنبه","پرواز كرد ","NULL",,"departure","41","0","1402-01-02","21:15:00","1402-01-02","21:56:00","22/3/2023","22/3/2023"
"25","OIMM","OIFM","NULL","TBN6207","md88","HH","چهارشنبه","NULL","NULL","پایان دریافت بار","arrival","0","0","1402-01-02","20:25:00","1402-01-02","20:45:00","22/3/2023","22/3/2023"
"26","OIII","OIMM",,"TBN6252","MD.88","TBN","چهار شنبه","نشست ","NULL","پایان دریافت بار ","arrival","21","0","1402-01-02","20:15:00","1402-01-02","20:36:00","22/3/2023","22/3/2023"
"27","ORNI","OIMM",,"TBN7266","A320","TBN","چهار شنبه","Cancelled","NULL",,"arrival","0","1","1402-01-02","20:10:00","1402-01-02","20:10:00","22/3/2023","22/3/2023"
"28","OIMM","OIFM",,"TBN6207","MD.88","TBN","چهار شنبه","پرواز كرد ","NULL",,"departure","28","0","1402-01-02","19:00:00","1402-01-02","19:28:00","22/3/2023","22/3/2023"
"29","OIII","OIMM","EPSMA","TBN6252","MD83","TBN","چهار شنبه","پرواز كرد ","NULL",,"departure","25","0","1402-01-02","18:55:00","1402-01-02","19:20:00","22/3/2023","22/3/2023"
"30","OIII","OIKQ",,"TBN6293","md88","TBN","چهار شنبه","طبق برنامه ","NULL",,"departure","0","0","1402-01-02","19:10:00","1402-01-02","19:10:00","22/3/2023","22/3/2023"
"31","ORNI","OIMM",,"TBN7264","MD.88","TBN","چهار شنبه","نشست ","NULL","پایان دریافت بار ","arrival","-10","1","1402-01-02","17:55:00","1402-01-02","17:45:00","22/3/2023","22/3/2023"
"32","OIBK","OIII","EPSMA","TBN6264","MD82","TBN","چهار شنبه","نشست ","NULL","پایان دریافت بار ","arrival","-19","0","1402-01-02","16:35:00","1402-01-02","16:16:00","22/3/2023","22/3/2023"
"33","OIII","OIMM",,"TBN6222","MD82","TBN","چهار شنبه","طبق برنامه ","NULL",,"departure","0","0","1402-01-02","16:10:00","1402-01-02","16:10:00","22/3/2023","22/3/2023"
"34","OIMM","ORNI",,"TBN7265","A320","TBN","چهار شنبه","Cancelled","NULL",,"departure","0","1","1402-01-02","16:00:00","1402-01-02","16:00:00","22/3/2023","22/3/2023"
"35","OIBK","OIII",,"TBN6298","MD82","TBN","چهار شنبه","طبق برنامه ","NULL",,"arrival","0","0","1402-01-02","15:00:00","1402-01-02","15:00:00","22/3/2023","22/3/2023"
"36","ORBI","OIMM",,"TBN7288","A320","TBN","چهار شنبه","Cancelled","NULL",,"arrival","0","1","1402-01-02","14:30:00","1402-01-02","14:30:00","22/3/2023","22/3/2023"
"37","OIFM","OIBK","NULL","TBN6278","md88","HH","چهارشنبه","NULL","NULL","NULL","departure","0","0","1402-01-02","11:45:00","1402-01-02","12:30:00","22/3/2023","22/3/2023"
"38","OIBK","OIFM","NULL","TBN6277","md88","HH","چهارشنبه","NULL","NULL","دریافت بار","arrival","0","0","1402-01-02","10:45:00","1402-01-02","11:25:00","22/3/2023","22/3/2023"
"39","OIII","OIBK",,"TBN6297","MD83","TBN","چهار شنبه","طبق برنامه ","NULL",,"departure","0","0","1402-01-02","11:00:00","1402-01-02","11:00:00","22/3/2023","22/3/2023"
"40","OIMM","ORBI",,"TBN7287","A320","TBN","چهار شنبه","Cancelled","NULL",,"departure","0","1","1402-01-02","09:30:00","1402-01-02","09:30:00","22/3/2023","22/3/2023"
"41","OIMM","OIII",,"TBN6221","MD82","TBN","چهار شنبه","طبق برنامه ","NULL",,"arrival","0","0","1402-01-02","08:50:00","1402-01-02","08:50:00","22/3/2023","22/3/2023"
"42","OIII","OIMM",,"TBN6224","MD82","TBN","چهار شنبه","طبق برنامه ","NULL",,"departure","0","0","1402-01-02","08:20:00","1402-01-02","08:20:00","22/3/2023","22/3/2023"
"43","OIII","OIBK","EPSMA","TBN6263","MD82","TBN","چهار شنبه","پرواز كرد ","NULL",,"departure","27","0","1402-01-02","07:35:00","1402-01-02","08:02:00","22/3/2023","22/3/2023"
"44","OIMM","OIII",,"TBN6223","MD82","TBN","چهار شنبه","طبق برنامه ","NULL",,"arrival","0","0","1402-01-02","07:05:00","1402-01-02","07:05:00","22/3/2023","22/3/2023"
"45","OIMM","ORNI",,"TBN7263","MD.88","TBN","چهار شنبه","پرواز كرد ","NULL",,"departure","2","1","1402-01-02","07:00:00","1402-01-02","07:02:00","22/3/2023","22/3/2023"
"46","OIII","OIMM",,"TBN6258","MD.88","TBN","چهار شنبه","نشست ","NULL","پایان دریافت بار ","arrival","26","0","1402-01-02","00:30:00","1402-01-02","00:56:00","22/3/2023","22/3/2023"
"47","OIII","OIMM",,"TBN6224","MD.88","TBN","پنج شنبه","LANDED","NULL","پایان دریافت بار ","arrival","18","0","1402-01-03","22:30:00","1402-01-03","22:48:00","23/3/2023","23/3/2023"
"48","OIII","OIBB","EPSMA","TBN6279","MD.88","TBN","پنج شنبه","پرواز كرد ","NULL",,"departure","218","0","1402-01-03","19:05:00","1402-01-03","22:43:00","23/3/2023","23/3/2023"
"49","OIBK","OIII",,"TBN6266","md88","TBN","پنج شنبه","طبق برنامه ","NULL",,"arrival","0","0","1402-01-03","22:30:00","1402-01-03","22:30:00","23/3/2023","23/3/2023"
"50","OIBB","OIII","EPSMA","TBN6280","md88","TBN","پنج شنبه","تاخیر ","NULL",,"arrival","0","0","1402-01-03","22:30:00","1402-01-03","22:30:00","23/3/2023","23/3/2023"
"51","OIII","OIMM","EPTBF","TBN6224","MD.88","TBN","پنج شنبه","پرواز كرد ","NULL",,"departure","19","0","1402-01-03","21:15:00","1402-01-03","21:34:00","23/3/2023","23/3/2023"
"52","OIBK","OIII","EPSMA","TBN6264","MD82","TBN","پنج شنبه","نشست ","NULL","پایان دریافت بار ","arrival","183","0","1402-01-03","18:05:00","1402-01-03","21:08:00","23/3/2023","23/3/2023"
"53","OIMM","OIII","EPTBF","TBN6223","737-900","TBN","پنج شنبه","نشست ","NULL","پایان دریافت بار ","arrival","7","0","1402-01-03","20:10:00","1402-01-03","20:17:00","23/3/2023","23/3/2023"
"54","ORNI","OIMM",,"TBN7266","A320","TBN","پنج شنبه","Cancelled","NULL",,"arrival","0","1","1402-01-03","20:10:00","1402-01-03","20:10:00","23/3/2023","23/3/2023"
"55","OIMM","OIII",,"TBN6223","MD.88","TBN","پنج شنبه","پرواز كرد ","NULL",,"departure","9","0","1402-01-03","19:00:00","1402-01-03","19:09:00","23/3/2023","23/3/2023"
"56","OIII","OIBK",,"TBN6265","md88","TBN","پنج شنبه","طبق برنامه ","NULL",,"departure","0","0","1402-01-03","19:05:00","1402-01-03","19:05:00","23/3/2023","23/3/2023"
"57","ORNI","OIMM",,"TBN7264","MD.88","TBN","پنج شنبه","نشست ","NULL","پایان دریافت بار ","arrival","25","1","1402-01-03","17:25:00","1402-01-03","17:50:00","23/3/2023","23/3/2023"
"58","OIII","OIMM",,"TBN6222","MD82","TBN","پنج شنبه","طبق برنامه ","NULL",,"departure","0","0","1402-01-03","16:25:00","1402-01-03","16:25:00","23/3/2023","23/3/2023"
"59","OIMM","ORNI",,"TBN7265","A320","TBN","پنج شنبه","Cancelled","NULL",,"departure","0","1","1402-01-03","16:00:00","1402-01-03","16:00:00","23/3/2023","23/3/2023"
"60","OIBK","OIII",,"TBN6298","MD82","TBN","پنج شنبه","طبق برنامه ","NULL",,"arrival","0","0","1402-01-03","14:55:00","1402-01-03","14:55:00","23/3/2023","23/3/2023"
"61","ORBI","OIMM",,"TBN7288","A320","TBN","پنج شنبه","تاخیر ","NULL",,"arrival","0","1","1402-01-03","14:30:00","1402-01-03","14:30:00","23/3/2023","23/3/2023"
"62","OIYY","OIMM",,"TBN5708","MD83","TBN","پنج شنبه","تاخیر ","NULL",,"arrival","0","0","1402-01-03","14:20:00","1402-01-03","14:20:00","23/3/2023","23/3/2023"
"63","OIMM","OIBK",,"TBN6273","MD.88","TBN","پنج شنبه","پرواز كرد ","NULL",,"departure","19","0","1402-01-03","14:00:00","1402-01-03","14:19:00","23/3/2023","23/3/2023"
"64","OIBK","OIMM",,"TBN6274","MD.88","TBN","پنج شنبه","نشست ","NULL","پایان دریافت بار ","arrival","2","0","1402-01-03","13:00:00","1402-01-03","13:02:00","23/3/2023","23/3/2023"
"65","OIII","OIBK",,"TBN6297","MD83","TBN","پنج شنبه","طبق برنامه ","NULL",,"departure","0","0","1402-01-03","11:05:00","1402-01-03","11:05:00","23/3/2023","23/3/2023"
"66","OIII","OIMM",,"TBN6258","MD82","TBN","پنج شنبه","طبق برنامه ","NULL",,"departure","0","0","1402-01-03","10:05:00","1402-01-03","10:05:00","23/3/2023","23/3/2023"
"67","OIMM","ORBI",,"TBN7287","A320","TBN","پنج شنبه","Cancelled","NULL",,"departure","0","1","1402-01-03","09:30:00","1402-01-03","09:30:00","23/3/2023","23/3/2023"
"68","OIMM","OIII",,"TBN6221","MD82","TBN","پنج شنبه","طبق برنامه ","NULL",,"arrival","0","0","1402-01-03","08:55:00","1402-01-03","08:55:00","23/3/2023","23/3/2023"
"69","OIII","OIBK","EPSMA","TBN6263","MD82","TBN","پنج شنبه","پرواز كرد ","NULL",,"departure","11","0","1402-01-03","08:35:00","1402-01-03","08:46:00","23/3/2023","23/3/2023"
"70","OIMM","OIII",,"TBN6257","MD82","TBN","پنج شنبه","طبق برنامه ","NULL",,"arrival","0","0","1402-01-03","08:45:00","1402-01-03","08:45:00","23/3/2023","23/3/2023"
"71","OIMM","ORNI",,"TBN7263","MD.88","TBN","پنج شنبه","پرواز كرد ","NULL",,"departure","-8","1","1402-01-03","07:00:00","1402-01-03","06:52:00","23/3/2023","23/3/2023"
"72","OIII","OIMM","EPTBF","TBN6258","MD82","TBN","جمعه","Ready","آماده پرواز ",,"departure","0","0","1402-01-04","23:15:00","1402-01-04","23:15:00","24/3/2023","24/3/2023"
"73","OIMM","OIII","EPSMA","TBN6251","MD83","TBN","جمعه","LANDED","نشست ","پایان دریافت بار ","arrival","6","0","1402-01-04","22:55:00","1402-01-04","23:01:00","24/3/2023","24/3/2023"
"74","OIMM","OIII","EPTBF","TBN6257","MD.88","TBN","جمعه","LANDED","نشست ","پایان دریافت بار ","arrival","12","0","1402-01-04","22:20:00","1402-01-04","22:32:00","24/3/2023","24/3/2023"
"75","OIBK","OIII",,"TBN6266","md88","TBN","جمعه","طبق برنامه ","NULL",,"arrival","0","0","1402-01-04","22:20:00","1402-01-04","22:20:00","24/3/2023","24/3/2023"
"76","OIMM","OIII",,"TBN6251","MD.88","TBN","جمعه","Departed","پرواز كرد ",,"departure","35","0","1402-01-04","21:15:00","1402-01-04","21:50:00","24/3/2023","24/3/2023"
"77","OIMM","OIII",,"TBN6257","MD.88","TBN","جمعه","Departed","پرواز كرد ",,"departure","25","0","1402-01-04","21:00:00","1402-01-04","21:25:00","24/3/2023","24/3/2023"
"78","OIII","OIMM",,"TBN6252","MD.88","TBN","جمعه","LANDED","نشست ","پایان دریافت بار ","arrival","25","0","1402-01-04","20:15:00","1402-01-04","20:40:00","24/3/2023","24/3/2023"
"79","OIFM","OIMM",,"TBN6208","MDC-DC-7","TBN","جمعه","LANDED","نشست ","پایان دریافت بار ","arrival","49","0","1402-01-04","19:25:00","1402-01-04","20:14:00","24/3/2023","24/3/2023"
